testId,swDiameter,swThickness,swPositionX,swPositionY,swPositionZ,swAngle,seatPositionX,seatPositionY,seatPositionZ,torsoAngle,buttockAngle,xBOF,zAHP,feetBOFAngle,viewPointX,viewPointY,viewPointZ
0,0.37,0.035,2.5,-0.38,1.23,25,3,-0.38,0.8,12,4,2.27,0.4,30,2.5,-0.38,1.5
